"wd_id","status","variable","value_old","value_new"
"Q35086","NEWvalue","NAME_PL","","Georgia Południowa i Sandwich Południowy"
"Q35086","NEWvalue","NAME_PT","","Ilhas Geórgia do Sul e Sandwich do Sul"
"Q35086","NEWvalue","NAME_RU","","Южная Георгия и Южные Сандвичевы острова"
"Q35086","NEWvalue","NAME_SV","","Sydgeorgien och Sydsandwichöarna"
"Q35086","NEWvalue","NAME_TR","","Güney Georgia ve Güney Sandwich Adaları"
"Q35086","NEWvalue","NAME_VI","","Nam Georgia và Quần đảo Nam Sandwich"
"Q35086","NEWvalue","NAME_ZH","","南喬治亞島與南桑威奇群島"
"Q172216","NEWvalue","NAME_AR","","جزر بحر كورال"
"Q172216","NEWvalue","NAME_BN","","কোরাল সাগর দ্বীপপুঞ্জ"
"Q172216","NEWvalue","NAME_DE","","Korallenmeerinseln"
"Q172216","NEWvalue","NAME_EN","","Coral Sea Islands"
"Q172216","NEWvalue","NAME_ES","","Islas del Mar del Coral"
"Q172216","NEWvalue","NAME_FR","","Îles de la mer de Corail"
"Q172216","NEWvalue","NAME_EL","","Νησιά Θάλασσας των Κοραλίων"
"Q172216","NEWvalue","NAME_HI","","कोरल सागर द्वीप समूह"
"Q172216","NEWvalue","NAME_HU","","Korall-tengeri-szigetek"
"Q172216","NEWvalue","NAME_ID","","Kepulauan Laut Karang"
"Q172216","NEWvalue","NAME_IT","","Isole del Mar dei Coralli"
"Q172216","NEWvalue","NAME_JA","","コーラル・シー諸島"
"Q172216","NEWvalue","NAME_KO","","산호해 제도"
"Q172216","NEWvalue","NAME_NL","","Koraalzee-eilanden"
"Q172216","NEWvalue","NAME_PL","","Wyspy Morza Koralowego"
"Q172216","NEWvalue","NAME_PT","","Ilhas do Mar de Coral"
"Q172216","NEWvalue","NAME_RU","","Территория островов Кораллового моря"
"Q172216","NEWvalue","NAME_SV","","Korallhavöarna"
"Q172216","NEWvalue","NAME_TR","","Mercan Denizi Adaları"
"Q172216","NEWvalue","NAME_VI","","Quần đảo Biển San hô"
"Q172216","NEWvalue","NAME_ZH","","珊瑚海群岛"
"Q215664","NEWvalue","NAME_HU","","Spratly-szigetek"
"Q1257783","NEWvalue","NAME_AR","","ضفة باجو نيوفو"
"Q1257783","NEWvalue","NAME_BN","","বাজো নুয়েভো তীর"
"Q1257783","NEWvalue","NAME_DE","","Bajo-Nuevo-Bank"
"Q1257783","NEWvalue","NAME_EN","","Bajo Nuevo Bank"
"Q1257783","NEWvalue","NAME_ES","","Bajo Nuevo"
"Q1257783","NEWvalue","NAME_FR","","Banc de Bajo Nuevo"
"Q1257783","NEWvalue","NAME_EL","","Μπάτζο Νουέβο Μπανκ"
"Q1257783","NEWvalue","NAME_HI","","बाखो न्युएवो तट"
"Q1257783","NEWvalue","NAME_HU","","Petrel-szigetek"
"Q1257783","NEWvalue","NAME_ID","","Tepi Bajo Nuevo"
"Q1257783","NEWvalue","NAME_IT","","Bajo Nuevo Bank"
"Q1257783","NEWvalue","NAME_JA","","バホヌエボ"
"Q1257783","NEWvalue","NAME_KO","","바호 누에보 뱅크"
"Q1257783","NEWvalue","NAME_NL","","Bajo Nuevo"
"Q1257783","NEWvalue","NAME_PL","","Bajo Nuevo"
"Q1257783","NEWvalue","NAME_PT","","Ilha Baixo Novo"
"Q1257783","NEWvalue","NAME_RU","","Бахо-Нуэво"
"Q1257783","NEWvalue","NAME_SV","","Bajo Nuevo"
"Q1257783","NEWvalue","NAME_TR","","Bajo Nuevo Bank"
"Q1257783","NEWvalue","NAME_VI","","Bajo Nuevo Bank"
"Q1257783","NEWvalue","NAME_ZH","","巴霍努埃沃礁"
"Q628716","NEWvalue","NAME_HU","","Scarborough-zátony"
"Q628716","MODvalue","NAME_SV","Panatag","Scarboroughrevet"
