"wd_id","wd_id_new","population","name_ar","name_bn","name_de","name_en","name_es","name_fr","name_el","name_hi","name_hu","name_id","name_it","name_ja","name_ko","name_nl","name_pl","name_pt","name_ru","name_sv","name_tr","name_vi","name_zh"
"Q35","","5707251","الدنمارك","ডেনমার্ক","Dänemark","Denmark","Dinamarca","Danemark","Δανία","डेनमार्क","Dánia","Denmark","Danimarca","デンマーク","덴마크","Denemarken","Dania","Dinamarca","Дания","Danmark","Danimarka","Đan Mạch","丹麦"
"Q801","","8796200","إسرائيل","ইসরায়েল","Israel","Israel","Israel","Israël","Ισραήλ","इज़राइल","Izrael","Israel","Israele","イスラエル","이스라엘","Israël","Izrael","Israel","Израиль","Israel","İsrail","Israel","以色列"
"Q800","","4872166","كوستاريكا","কোস্টা রিকা","Costa Rica","Costa Rica","Costa Rica","Costa Rica","Κόστα Ρίκα","कोस्टा रीका","Costa Rica","Kosta Rika","Costa Rica","コスタリカ","코스타리카","Costa Rica","Kostaryka","Costa Rica","Коста-Рика","Costa Rica","Kosta Rika","Costa Rica","哥斯达黎加"
"Q804","","3864170","بنما","পানামা","Panama","Panama","Panamá","Panama","Παναμάς","पनामा","Panama","Panama","Panama","パナマ","파나마","Panama","Panama","Panamá","Панама","Panama","Panama","Panama","巴拿马"
"Q37","","2810118","ليتوانيا","লিথুয়ানিয়া","Litauen","Lithuania","Lituania","Lituanie","Λιθουανία","लिथुआनिया","Litvánia","Lituania","Lituania","リトアニア","리투아니아","Litouwen","Litwa","Lituânia","Литва","Litauen","Litvanya","Litva","立陶宛"
"Q36","","38454576","بولندا","পোল্যান্ড","Polen","Poland","Polonia","Pologne","Πολωνία","पोलैंड","Lengyelország","Polandia","Polonia","ポーランド","폴란드","Polen","Polska","Polónia","Польша","Polen","Polonya","Ba Lan","波兰"
"Q805","","26183676","اليمن","ইয়েমেন","Jemen","Yemen","Yemen","Yémen","Υεμένη","यमन","Jemen","Yaman","Yemen","イエメン","예멘","Jemen","Jemen","Iémen","Йемен","Jemen","Yemen","Yemen","也门"
"Q810","","9813095","الأردن","জর্দান","Jordanien","Jordan","Jordania","Jordanie","Ιορδανία","जॉर्डन","Jordánia","Yordania","Giordania","ヨルダン","요르단","Jordanië","Jordania","Jordânia","Иордания","Jordanien","Ürdün","Jordan","约旦"
"Q811","","6080478","نيكاراغوا","নিকারাগুয়া","Nicaragua","Nicaragua","Nicaragua","Nicaragua","Νικαράγουα","निकारागुआ","Nicaragua","Nikaragua","Nicaragua","ニカラグア","니카라과","Nicaragua","Nikaragua","Nicarágua","Никарагуа","Nicaragua","Nikaragua","Nicaragua","尼加拉瓜"
"Q38","","60599936","إيطاليا","ইতালি","Italien","Italy","Italia","Italie","Ιταλία","इटली","Olaszország","Italia","Italia","イタリア","이탈리아","Italië","Włochy","Itália","Италия","Italien","İtalya","Ý","意大利"
"Q813","","6000000","قيرغيزستان","কির্গিজস্তান","Kirgisistan","Kyrgyzstan","Kirguistán","Kirghizistan","Κιργιζία","किर्गिज़स्तान","Kirgizisztán","Kirgizstan","Kirghizistan","キルギス","키르기스스탄","Kirgizië","Kirgistan","Quirguistão","Киргизия","Kirgizistan","Kırgızistan","Kyrgyzstan","吉尔吉斯斯坦"
"Q39","","8211700","سويسرا","সুইজারল্যান্ড","Schweiz","Switzerland","Suiza","Suisse","Ελβετία","स्विट्ज़रलैण्ड","Svájc","Swiss","Svizzera","スイス","스위스","Zwitserland","Szwajcaria","Suíça","Швейцария","Schweiz","İsviçre","Thụy Sĩ","瑞士"
"Q817","","4660000","الكويت","কুয়েত","Kuwait","Kuwait","Kuwait","Koweït","Κουβέιτ","कुवैत","Kuvait","Kuwait","Kuwait","クウェート","쿠웨이트","Koeweit","Kuwejt","Kuwait","Кувейт","Kuwait","Kuveyt","Kuwait","科威特"
"Q819","","6769727","لاوس","লাওস","Laos","Laos","Laos","Laos","Λάος","लाओस","Laosz","Laos","Laos","ラオス","라오스","Laos","Laos","Laos","Лаос","Laos","Laos","Lào","老挝"
"Q40","","8572895","النمسا","অস্ট্রিয়া","Österreich","Austria","Austria","Autriche","Αυστρία","ऑस्ट्रिया","Ausztria","Austria","Austria","オーストリア","오스트리아","Oostenrijk","Austria","Áustria","Австрия","Österrike","Avusturya","Áo","奥地利"
"Q822","","4467390","لبنان","লেবানন","Libanon","Lebanon","Líbano","Liban","Λίβανος","लेबनान","Libanon","Lebanon","Libano","レバノン","레바논","Libanon","Liban","Líbano","Ливан","Libanon","Lübnan","Liban","黎巴嫩"
"Q43","","76223639","تركيا","তুরস্ক","Türkei","Turkey","Turquía","Turquie","Τουρκία","तुर्की","Törökország","Turki","Turchia","トルコ","터키","Turkije","Turcja","Turquia","Турция","Turkiet","Türkiye","Thổ Nhĩ Kỳ","土耳其"
"Q41","","10815197","اليونان","গ্রিস","Griechenland","Greece","Grecia","Grèce","Ελλάδα","यूनान","Görögország","Yunani","Grecia","ギリシャ","그리스","Griekenland","Grecja","Grécia","Греция","Grekland","Yunanistan","Hy Lạp","希腊"
"Q833","","29716965","ماليزيا","মালয়েশিয়া","Malaysia","Malaysia","Malasia","Malaisie","Μαλαισία","मलेशिया","Malajzia","Malaysia","Malesia","マレーシア","말레이시아","Maleisië","Malezja","Malásia","Малайзия","Malaysia","Malezya","Malaysia","马来西亚"
"Q45","","10457295","البرتغال","পর্তুগাল","Portugal","Portugal","Portugal","Portugal","Πορτογαλία","पुर्तगाल","Portugália","Portugal","Portogallo","ポルトガル","포르투갈","Portugal","Portugalia","Portugal","Португалия","Portugal","Portekiz","Bồ Đào Nha","葡萄牙"
"Q836","","53259018","ميانمار","মায়ানমার","Myanmar","Myanmar","Birmania","Birmanie","Μιανμάρ","म्यान्मार","Mianmar","Myanmar","Birmania","ミャンマー","미얀마","Myanmar","Mjanma","Mianmar","Мьянма","Burma","Myanmar","Myanma","缅甸"
"Q837","","30986975","نيبال","নেপাল","Nepal","Nepal","Nepal","Népal","Νεπάλ","नेपाल","Nepál","Nepal","Nepal","ネパール","네팔","Nepal","Nepal","Nepal","Непал","Nepal","Nepal","Nepal","尼泊尔"
"Q842","","3632444","سلطنة عمان","ওমান","Oman","Oman","Omán","Oman","Ομάν","ओमान","Omán","Oman","Oman","オマーン","오만","Oman","Oman","Omã","Оман","Oman","Umman","Oman","阿曼"
"Q55","","17000000","هولندا","নেদারল্যান্ডস","Niederlande","Netherlands","Países Bajos","Pays-Bas","Ολλανδία","नीदरलैण्ड","Hollandia","Belanda","Paesi Bassi","オランダ","네덜란드","Nederland","Holandia","Países Baixos","Нидерланды","Nederländerna","Hollanda","Hà Lan","荷蘭"
"Q51","","5000","أنتاركتيكا","অ্যান্টার্কটিকা","Antarktika","Antarctica","Antártida","Antarctique","Ανταρκτική","अंटार्कटिका","Antarktika","Antartika","Antartide","南極大陸","남극","Antarctica","Antarktyda","Antártida","Антарктида","Antarktis","Antarktika","Châu Nam Cực","南极洲"
"Q843","","182142594","باكستان","পাকিস্তান","Pakistan","Pakistan","Pakistán","Pakistan","Πακιστάν","पाकिस्तान","Pakisztán","Pakistan","Pakistan","パキスタン","파키스탄","Pakistan","Pakistan","Paquistão","Пакистан","Pakistan","Pakistan","Pakistan","巴基斯坦"
"Q77","","3407062","الأوروغواي","উরুগুয়ে","Uruguay","Uruguay","Uruguay","Uruguay","Ουρουγουάη","उरुग्वे","Uruguay","Uruguay","Uruguay","ウルグアイ","우루과이","Uruguay","Urugwaj","Uruguai","Уругвай","Uruguay","Uruguay","Uruguay","乌拉圭"
"Q846","","2168673","قطر","কাতার","Katar","Qatar","Catar","Qatar","Κατάρ","क़तर","Katar","Qatar","Qatar","カタール","카타르","Qatar","Katar","Catar","Катар","Qatar","Katar","Qatar","卡塔尔"
"Q79","","94798827","مصر","মিশর","Ägypten","Egypt","Egipto","Égypte","Αίγυπτος","मिस्र","Egyiptom","Mesir","Egitto","エジプト","이집트","Egypte","Egipt","Egito","Египет","Egypten","Mısır","Ai Cập","埃及"
"Q851","","28828870","المملكة العربية السعودية","সৌদি আরব","Saudi-Arabien","Saudi Arabia","Arabia Saudita","Arabie saoudite","Σαουδική Αραβία","सउदी अरब","Szaúd-Arábia","Arab Saudi","Arabia Saudita","サウジアラビア","사우디아라비아","Saoedi-Arabië","Arabia Saudyjska","Arábia Saudita","Саудовская Аравия","Saudiarabien","Suudi Arabistan","Ả Rập Saudi","沙特阿拉伯"
"Q96","","130526945","المكسيك","মেক্সিকো","Mexiko","Mexico","México","Mexique","Μεξικό","मेक्सिको","Mexikó","Meksiko","Messico","メキシコ","멕시코","Mexico","Meksyk","México","Мексика","Mexiko","Meksika","México","墨西哥"
"Q917","","753947","بوتان","ভূটান","Bhutan","Bhutan","Bután","Bhoutan","Μπουτάν","भूटान","Bhután","Bhutan","Bhutan","ブータン","부탄","Bhutan","Bhutan","Butão","Бутан","Bhutan","Bhutan","Bhutan","不丹"
"Q114","","44353691","كينيا","কেনিয়া","Kenia","Kenya","Kenia","Kenya","Κένυα","कीनिया","Kenya","Kenya","Kenya","ケニア","케냐","Kenia","Kenia","Quénia","Кения","Kenya","Kenya","Kenya","肯尼亚"
"Q921","","417784","بروناي","ব্রুনাই","Brunei","Brunei","Brunéi","Brunei","Μπρουνέι","ब्रुनेई","Brunei","Brunei Darussalam","Brunei","ブルネイ","브루나이","Brunei","Brunei","Brunei","Бруней","Brunei","Brunei","Brunei","文莱"
"Q924","","49253126","تنزانيا","তানজানিয়া","Tansania","Tanzania","Tanzania","Tanzanie","Τανζανία","तंज़ानिया","Tanzánia","Tanzania","Tanzania","タンザニア","탄자니아","Tanzania","Tanzania","Tanzânia","Танзания","Tanzania","Tanzanya","Tanzania","坦桑尼亚"
"Q115","","96958732","إثيوبيا","ইথিওপিয়া","Äthiopien","Ethiopia","Etiopía","Éthiopie","Αιθιοπία","इथियोपिया","Etiópia","Ethiopia","Etiopia","エチオピア","에티오피아","Ethiopië","Etiopia","Etiópia","Эфиопия","Etiopien","Etiyopya","Ethiopia","埃塞俄比亚"
"Q928","","100981437","الفلبين","ফিলিপাইন","Philippinen","Philippines","Filipinas","Philippines","Φιλιππίνες","फ़िलीपीन्स","Fülöp-szigetek","Filipina","Filippine","フィリピン","필리핀","Filipijnen","Filipiny","Filipinas","Филиппины","Filippinerna","Filipinler","Philippines","菲律宾"
"Q142","","66628000","فرنسا","ফ্রান্স","Frankreich","France","Francia","France","Γαλλία","फ़्रान्स","Franciaország","Perancis","Francia","フランス","프랑스","Frankrijk","Francja","França","Франция","Frankrike","Fransa","Pháp","法国"
"Q117","","28308301","غانا","ঘানা","Ghana","Ghana","Ghana","Ghana","Γκάνα","घाना","Ghána","Ghana","Ghana","ガーナ","가나","Ghana","Ghana","Gana","Гана","Ghana","Gana","Ghana","迦納"
"Q945","","6816982","توغو","টোগো","Togo","Togo","Togo","Togo","Τόγκο","टोगो","Togo","Togo","Togo","トーゴ","토고","Togo","Togo","Togo","Того","Togo","Togo","Togo","多哥"
"Q929","","4616417","جمهورية أفريقيا الوسطى","মধ্য আফ্রিকান প্রজাতন্ত্র","Zentralafrikanische Republik","Central African Republic","República Centroafricana","République centrafricaine","Κεντροαφρικανική Δημοκρατία","मध्य अफ़्रीकी गणराज्य","Közép-afrikai Köztársaság","Republik Afrika Tengah","Repubblica Centrafricana","中央アフリカ共和国","중앙아프리카 공화국","Centraal-Afrikaanse Republiek","Republika Środkowoafrykańska","República Centro-Africana","Центральноафриканская Республика","Centralafrikanska republiken","Orta Afrika Cumhuriyeti","Cộng hòa Trung Phi","中非共和國"
"Q145","","65102385","المملكة المتحدة","যুক্তরাজ্য","Vereinigtes Königreich","United Kingdom","Reino Unido","Royaume-Uni","Ηνωμένο Βασίλειο","यूनाइटेड किंगडम","Egyesült Királyság","Britania Raya","Regno Unito","イギリス","영국","Verenigd Koninkrijk","Wielka Brytania","Reino Unido","Великобритания","Storbritannien","Birleşik Krallık","Vương quốc Liên hiệp Anh và Bắc Ireland","英国"
"Q948","","11304500","تونس","তিউনিসিয়া","Tunesien","Tunisia","Túnez","Tunisie","Τυνησία","ट्यूनिशिया","Tunézia","Tunisia","Tunisia","チュニジア","튀니지","Tunesië","Tunezja","Tunísia","Тунис","Tunisien","Tunus","Tunisia","突尼西亞"
"Q953","","14309466","زامبيا","জাম্বিয়া","Sambia","Zambia","Zambia","Zambie","Ζάμπια","ज़ाम्बिया","Zambia","Zambia","Zambia","ザンビア","잠비아","Zambia","Zambia","Zâmbia","Замбия","Zambia","Zambiya","Zambia","赞比亚"
"Q148","","1409517397","جمهورية الصين الشعبية","গণপ্রজাতন্ত্রী চীন","Volksrepublik China","People's Republic of China","República Popular China","République populaire de Chine","Λαϊκή Δημοκρατία της Κίνας","चीनी जनवादी गणराज्य","Kína","Republik Rakyat Tiongkok","Cina","中華人民共和国","중화인민공화국","Volksrepubliek China","Chińska Republika Ludowa","China","Китайская Народная Республика","Kina","Çin Halk Cumhuriyeti","Cộng hòa Nhân dân Trung Hoa","中华人民共和国"
"Q155","","200361925","البرازيل","ব্রাজিল","Brasilien","Brazil","Brasil","Brésil","Βραζιλία","ब्राज़ील","Brazília","Brasil","Brasile","ブラジル","브라질","Brazilië","Brazylia","Brasil","Бразилия","Brasilien","Brezilya","Brasil","巴西"
"Q954","","14149648","زيمبابوي","জিম্বাবুয়ে","Simbabwe","Zimbabwe","Zimbabue","Zimbabwe","Ζιμπάμπουε","ज़िम्बाब्वे","Zimbabwe","Zimbabwe","Zimbabwe","ジンバブエ","짐바브웨","Zimbabwe","Zimbabwe","Zimbábue","Зимбабве","Zimbabwe","Zimbabve","Zimbabwe","辛巴威"
"Q958","","12340000","جنوب السودان","দক্ষিণ সুদান","Südsudan","South Sudan","Sudán del Sur","Soudan du Sud","Νότιο Σουδάν","दक्षिण सूडान","Dél-Szudán","Sudan Selatan","Sudan del Sud","南スーダン","남수단","Zuid-Soedan","Sudan Południowy","Sudão do Sul","Южный Судан","Sydsudan","Güney Sudan","Nam Sudan","南苏丹"
"Q159","","146804372","روسيا","রাশিয়া","Russland","Russia","Rusia","Russie","Ρωσία","रूस","Oroszország","Rusia","Russia","ロシア","러시아","Rusland","Rosja","Rússia","Россия","Ryssland","Rusya","Nga","俄罗斯"
"Q962","","10323474","بنين","বেনিন","Benin","Benin","Benín","Bénin","Μπενίν","बेनिन","Benin","Benin","Benin","ベナン","베냉","Benin","Benin","Benim","Бенин","Benin","Benin","Bénin","贝宁"
"Q183","","81292400","ألمانيا","জার্মানি","Deutschland","Germany","Alemania","Allemagne","Γερμανία","जर्मनी","Németország","Jerman","Germania","ドイツ","독일","Duitsland","Niemcy","Alemanha","Германия","Tyskland","Almanya","Đức","德国"
"Q963","","2021144","بوتسوانا","বতসোয়ানা","Botswana","Botswana","Botsuana","Botswana","Μποτσουάνα","बोत्सवाना","Botswana","Botswana","Botswana","ボツワナ","보츠와나","Botswana","Botswana","Botsuana","Ботсвана","Botswana","Botsvana","Botswana","波札那"
"Q184","","9494200","روسيا البيضاء","বেলারুশ","Weißrussland","Belarus","Bielorrusia","Biélorussie","Λευκορωσία","बेलारूस","Fehéroroszország","Belarus","Bielorussia","ベラルーシ","벨라루스","Wit-Rusland","Białoruś","Bielorrússia","Белоруссия","Vitryssland","Beyaz Rusya","Belarus","白罗斯"
"Q965","","16934839","بوركينا فاسو","বুর্কিনা ফাসো","Burkina Faso","Burkina Faso","Burkina Faso","Burkina Faso","Μπουρκίνα Φάσο","बुर्किना फासो","Burkina Faso","Burkina Faso","Burkina Faso","ブルキナファソ","부르키나파소","Burkina Faso","Burkina Faso","Burkina Faso","Буркина-Фасо","Burkina Faso","Burkina Faso","Burkina Faso","布吉納法索"
"Q189","","332529","آيسلندا","আইসল্যান্ড","Island","Iceland","Islandia","Islande","Ισλανδία","आइसलैण्ड","Izland","Islandia","Islanda","アイスランド","아이슬란드","IJsland","Islandia","Islândia","Исландия","Island","İzlanda","Iceland","冰岛"
"Q967","","10162532","بوروندي","বুরুন্ডি","Burundi","Burundi","Burundi","Burundi","Μπουρούντι","बुरुण्डी","Burundi","Burundi","Burundi","ブルンジ","부룬디","Burundi","Burundi","Burundi","Бурунди","Burundi","Burundi","Burundi","蒲隆地"
"Q191","","1315635","إستونيا","এস্তোনিয়া","Estland","Estonia","Estonia","Estonie","Εσθονία","एस्टोनिया","Észtország","Estonia","Estonia","エストニア","에스토니아","Estland","Estonia","Estónia","Эстония","Estland","Estonya","Estonia","爱沙尼亚"
"Q971","","4447632","جمهورية الكونغو","কঙ্গো প্রজাতন্ত্র","Republik Kongo","Republic of the Congo","República del Congo","République du Congo","Δημοκρατία του Κονγκό","कांगो गणराज्य","Kongói Köztársaság","Republik Kongo","Repubblica del Congo","コンゴ共和国","콩고 공화국","Republiek Congo","Kongo","Congo","Республика Конго","Kongo-Brazzaville","Kongo Cumhuriyeti","Cộng hòa Congo","刚果共和国"
"Q211","","1953000","لاتفيا","লাতভিয়া","Lettland","Latvia","Letonia","Lettonie","Λετονία","लातविया","Lettország","Latvia","Lettonia","ラトビア","라트비아","Letland","Łotwa","Letónia","Латвия","Lettland","Letonya","Latvia","拉脫維亞"
"Q974","","67513677","جمهورية الكونغو الديمقراطية","গণতান্ত্রিক কঙ্গো প্রজাতন্ত্র","Demokratische Republik Kongo","Democratic Republic of the Congo","República Democrática del Congo","République démocratique du Congo","Λαϊκή Δημοκρατία του Κονγκό","कांगो लोकतान्त्रिक गणराज्य","Kongói Demokratikus Köztársaság","Republik Demokratik Kongo","Repubblica Democratica del Congo","コンゴ民主共和国","콩고 민주 공화국","Congo-Kinshasa","Demokratyczna Republika Konga","República Democrática do Congo","Демократическая Республика Конго","Kongo-Kinshasa","Demokratik Kongo Cumhuriyeti","Cộng hòa Dân chủ Congo","刚果民主共和国"
"Q213","","10610055","التشيك","চেক প্রজাতন্ত্র","Tschechien","Czech Republic","República Checa","République tchèque","Τσεχία","चेक गणराज्य","Csehország","Republik Ceko","Repubblica Ceca","チェコ","체코","Tsjechië","Czechy","República Checa","Чехия","Tjeckien","Çek Cumhuriyeti","Cộng hòa Séc","捷克"
"Q212","","42558328","أوكرانيا","ইউক্রেন","Ukraine","Ukraine","Ucrania","Ukraine","Ουκρανία","युक्रेन","Ukrajna","Ukraina","Ucraina","ウクライナ","우크라이나","Oekraïne","Ukraina","Ucrânia","Украина","Ukraina","Ukrayna","Ukraina","乌克兰"
"Q977","","872932","جيبوتي","জিবুতি","Dschibuti","Djibouti","Yibuti","Djibouti","Τζιμπουτί","जिबूती","Dzsibuti","Djibouti","Gibuti","ジブチ","지부티","Djibouti","Dżibuti","Djibouti","Джибути","Djibouti","Cibuti","Djibouti","吉布提"
"Q983","","757014","غينيا الاستوائية","বিষুবীয় গিনি","Äquatorialguinea","Equatorial Guinea","Guinea Ecuatorial","Guinée équatoriale","Ισημερινή Γουινέα","भूमध्यरेखीय गिनी","Egyenlítői-Guinea","Guinea Khatulistiwa","Guinea Equatoriale","赤道ギニア","적도 기니","Equatoriaal-Guinea","Gwinea Równikowa","Guiné Equatorial","Экваториальная Гвинея","Ekvatorialguinea","Ekvator Ginesi","Guinea Xích Đạo","赤道几内亚"
"Q986","","6333135","إرتريا","ইরিত্রিয়া","Eritrea","Eritrea","Eritrea","Érythrée","Ερυθραία","इरित्रिया","Eritrea","Eritrea","Eritrea","エリトリア","에리트레아","Eritrea","Erytrea","Eritreia","Эритрея","Eritrea","Eritre","Eritrea","厄立特里亚"
"Q214","","5426252","سلوفاكيا","স্লোভাকিয়া","Slowakei","Slovakia","Eslovaquia","Slovaquie","Σλοβακία","स्लोवाकिया","Szlovákia","Slowakia","Slovacchia","スロバキア","슬로바키아","Slowakije","Słowacja","Eslováquia","Словакия","Slovakien","Slovakya","Slovakia","斯洛伐克"
"Q215","","2062874","سلوفينيا","স্লোভেনিয়া","Slowenien","Slovenia","Eslovenia","Slovénie","Σλοβενία","स्लोवेनिया","Szlovénia","Slovenia","Slovenia","スロベニア","슬로베니아","Slovenië","Słowenia","Eslovénia","Словения","Slovenien","Slovenya","Slovenia","斯洛文尼亚"
"Q1000","","1671711","الغابون","গ্যাবন","Gabun","Gabon","Gabón","Gabon","Γκαμπόν","गबॉन","Gabon","Gabon","Gabon","ガボン","가봉","Gabon","Gabon","Gabão","Габон","Gabon","Gabon","Gabon","加蓬"
"Q1005","","1849285","غامبيا","গাম্বিয়া","Gambia","The Gambia","Gambia","Gambie","Γκάμπια","गाम्बिया","Gambia","Gambia","Gambia","ガンビア","감비아","Gambia","Gambia","Gâmbia","Гамбия","Gambia","Gambiya","Gambia","冈比亚"
"Q217","","2550900","مولدافيا","মলদোভা","Republik Moldau","Moldova","Moldavia","Moldavie","Μολδαβία","मॉल्डोवा","Moldova","Moldova","Moldavia","モルドバ","몰도바","Moldavië","Mołdawia","Moldávia","Молдавия","Moldavien","Moldova","Moldova","摩尔多瓦"
"Q218","","20147528","رومانيا","রোমানিয়া","Rumänien","Romania","Rumania","Roumanie","Ρουμανία","रोमानिया","Románia","Rumania","Romania","ルーマニア","루마니아","Roemenië","Rumunia","Roménia","Румыния","Rumänien","Romanya","Romania","羅馬尼亞"
"Q1006","","10628972","غينيا","গিনি","Guinea","Guinea","Guinea","Guinée","Γουινέα","गिनी","Guinea","Guinea","Guinea","ギニア","기니","Guinee","Gwinea","Guiné","Гвинея","Guinea","Gine","Guinée","几内亚"
"Q1007","","1704255","غينيا بيساو","গিনি-বিসাউ","Guinea-Bissau","Guinea-Bissau","Guinea-Bisáu","Guinée-Bissau","Γουινέα-Μπισσάου","गिनी-बिसाऊ","Bissau-Guinea","Guinea-Bissau","Guinea-Bissau","ギニアビサウ","기니비사우","Guinee-Bissau","Gwinea Bissau","Guiné-Bissau","Гвинея-Бисау","Guinea-Bissau","Gine-Bissau","Guiné-Bissau","幾內亞比索"
"Q219","","7265115","بلغاريا","বুলগেরিয়া","Bulgarien","Bulgaria","Bulgaria","Bulgarie","Βουλγαρία","बुल्गारिया","Bulgária","Bulgaria","Bulgaria","ブルガリア","불가리아","Bulgarije","Bułgaria","Bulgária","Болгария","Bulgarien","Bulgaristan","Bulgaria","保加利亚"
"Q1008","","20316086","ساحل العاج","কোত দিভোয়ার","Elfenbeinküste","Ivory Coast","Costa de Marfil","Côte d'Ivoire","Ακτή Ελεφαντοστού","कोत द'ईवोआर","Elefántcsontpart","Pantai Gading","Costa d'Avorio","コートジボワール","코트디부아르","Ivoorkust","Wybrzeże Kości Słoniowej","Costa do Marfim","Кот-д’Ивуар","Elfenbenskusten","Fildişi Sahili","Bờ Biển Ngà","科特迪瓦"
"Q1009","","22253959","الكاميرون","ক্যামেরুন","Kamerun","Cameroon","Camerún","Cameroun","Καμερούν","कैमरुन","Kamerun","Kamerun","Camerun","カメルーン","카메룬","Kameroen","Kamerun","Camarões","Камерун","Kamerun","Kamerun","Cameroon","喀麦隆"
"Q221","","2107158","جمهورية مقدونيا","ম্যাসেডোনিয়া প্রজাতন্ত্র","Mazedonien","Republic of Macedonia","República de Macedonia","République de Macédoine","πρώην Γιουγκοσλαβική Δημοκρατία της Μακεδονίας","मैसिडोनिया","Macedónia","Republik Makedonia","Repubblica di Macedonia","マケドニア共和国","마케도니아 공화국","Macedonië","Macedonia","República da Macedónia","Республика Македония","Makedonien","Makedonya Cumhuriyeti","Cộng hòa Macedonia","馬其頓共和國"
"Q222","","3020209","ألبانيا","আলবেনিয়া","Albanien","Albania","Albania","Albanie","Αλβανία","अल्बानिया","Albánia","Albania","Albania","アルバニア","알바니아","Albanië","Albania","Albânia","Албания","Albanien","Arnavutluk","Albania","阿尔巴尼亚"
"Q1013","","2074465","ليسوتو","লেসোথো","Lesotho","Lesotho","Lesoto","Lesotho","Λεσότο","लेसोथो","Lesotho","Lesotho","Lesotho","レソト","레소토","Lesotho","Lesotho","Lesoto","Лесото","Lesotho","Lesotho","Lesotho","莱索托"
"Q223","","56295","جرينلاند","গ্রিনল্যান্ড","Grönland","Greenland","Groenlandia","Groenland","Γροιλανδία","ग्रीनलैण्ड","Grönland","Greenland","Groenlandia","グリーンランド","그린란드","Groenland","Grenlandia","Gronelândia","Гренландия","Grönland","Grönland","Greenland","格陵兰"
"Q1014","","4294077","ليبيريا","লাইবেরিয়া","Liberia","Liberia","Liberia","Liberia","Λιβερία","लाइबेरिया","Libéria","Liberia","Liberia","リベリア","라이베리아","Liberia","Liberia","Libéria","Либерия","Liberia","Liberya","Liberia","利比里亚"
"Q224","","4284889","كرواتيا","ক্রোয়েশিয়া","Kroatien","Croatia","Croacia","Croatie","Κροατία","क्रोएशिया","Horvátország","Kroasia","Croazia","クロアチア","크로아티아","Kroatië","Chorwacja","Croácia","Хорватия","Kroatien","Hırvatistan","Croatia","克罗地亚"
"Q225","","3531159","البوسنة والهرسك","বসনিয়া ও হার্জেগোভিনা","Bosnien und Herzegowina","Bosnia and Herzegovina","Bosnia y Herzegovina","Bosnie-Herzégovine","Βοσνία και Ερζεγοβίνη","बॉस्निया और हर्ज़ेगोविना","Bosznia-Hercegovina","Bosnia dan Herzegovina","Bosnia ed Erzegovina","ボスニア・ヘルツェゴビナ","보스니아 헤르체고비나","Bosnië en Herzegovina","Bośnia i Hercegowina","Bósnia e Herzegovina","Босния и Герцеговина","Bosnien och Hercegovina","Bosna-Hersek","Bosna và Hercegovina","波斯尼亚和黑塞哥维那"
"Q1019","","22924851","مدغشقر","মাদাগাস্কার","Madagaskar","Madagascar","Madagascar","Madagascar","Μαδαγασκάρη","मेडागास्कर","Madagaszkár","Madagaskar","Madagascar","マダガスカル","마다가스카르","Madagaskar","Madagaskar","Madagáscar","Мадагаскар","Madagaskar","Madagaskar","Madagascar","马达加斯加"
"Q1016","","6201521","ليبيا","লিবিয়া","Libyen","Libya","Libia","Libye","Λιβύη","लीबिया","Líbia","Libya","Libia","リビア","리비아","Libië","Libia","Líbia","Ливия","Libyen","Libya","Libya","利比亚"
"Q1020","","16362567","مالاوي","মালাউই","Malawi","Malawi","Malaui","Malawi","Μαλάουι","मलावी","Malawi","Malawi","Malawi","マラウイ","말라위","Malawi","Malawi","Malawi","Малави","Malawi","Malavi","Malawi","马拉维"
"Q227","","9416801","أذربيجان","আজারবাইজান","Aserbaidschan","Azerbaijan","Azerbaiyán","Azerbaïdjan","Αζερμπαϊτζάν","अज़रबैजान","Azerbajdzsán","Azerbaijan","Azerbaigian","アゼルバイジャン","아제르바이잔","Azerbeidzjan","Azerbejdżan","Azerbaijão","Азербайджан","Azerbajdzjan","Azerbaycan","Azerbaijan","阿塞拜疆"
"Q1025","","3889880","موريتانيا","মৌরিতানিয়া","Mauretanien","Mauritania","Mauritania","Mauritanie","Μαυριτανία","मॉरीतानिया","Mauritánia","Mauritania","Mauritania","モーリタニア","모리타니","Mauritanië","Mauretania","Mauritânia","Мавритания","Mauretanien","Moritanya","Mauritanie","毛里塔尼亚"
"Q1028","","33008150","المغرب","মরক্কো","Marokko","Morocco","Marruecos","Maroc","Μαρόκο","मोरक्को","Marokkó","Maroko","Marocco","モロッコ","모로코","Marokko","Maroko","Marrocos","Марокко","Marocko","Fas","Maroc","摩洛哥"
"Q228","","79218","أندورا","অ্যান্ডোরা","Andorra","Andorra","Andorra","Andorre","Ανδόρρα","अण्डोरा","Andorra","Andorra","Andorra","アンドラ","안도라","Andorra","Andora","Andorra","Андорра","Andorra","Andorra","Andorra","安道尔"
"Q229","","1141166","قبرص","সাইপ্রাস","Republik Zypern","Cyprus","Chipre","Chypre","Κύπρος","साइप्रस","Ciprus","Siprus","Cipro","キプロス","키프로스","Cyprus","Cypr","Chipre","Кипр","Cypern","Kıbrıs Cumhuriyeti","Cộng hòa Síp","賽普勒斯"
